sitemap_url,final_url,status,canonical,title,title_characters,description,h1_count,article_words,incoming_pages,incoming_articles,home_click_depth,literal_footnotes,og_image,twitter_title,schema_present_after_serialization
https://metabolicscience.org/glp-1/glp1-alcohol-interaction,https://metabolicscience.org/glp-1/glp1-alcohol-interaction/,200,https://metabolicscience.org/glp-1/glp1-alcohol-interaction/,GLP-1 Medications and Alcohol: What the Research Shows | Metabolic Science,74,"GLP-1 drugs like Ozempic may reduce alcohol cravings and intake. Explore the clinical evidence, neurobiological mechanisms, and practical safety guidance.",1,1596,6,4,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-alzheimers-disease,https://metabolicscience.org/glp-1/glp1-alzheimers-disease/,200,https://metabolicscience.org/glp-1/glp1-alzheimers-disease/,GLP-1 Medications and Alzheimer's Disease: What the Research Shows | Metabolic Science,86,"Phase 3 EVOKE trials of oral semaglutide failed to slow cognitive decline in early Alzheimer's, but biomarkers improved. Here is what the science actually shows.",1,1989,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-asthma,https://metabolicscience.org/glp-1/glp1-asthma/,200,https://metabolicscience.org/glp-1/glp1-asthma/,GLP-1 Medications and Asthma: What the Research Shows | Metabolic Science,73,"Can GLP-1 drugs like Ozempic and Wegovy reduce asthma attacks? Here's what cohort studies in adults and teens reveal about exacerbations, steroids, and airway inflammation.",1,2084,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-atrial-fibrillation,https://metabolicscience.org/glp-1/glp1-atrial-fibrillation/,200,https://metabolicscience.org/glp-1/glp1-atrial-fibrillation/,GLP-1 Medications and Atrial Fibrillation: What the Research Shows | Metabolic Science,86,"Do GLP-1 drugs like Ozempic raise or lower atrial fibrillation risk? Pooled trials of 40,000+ patients show an 18% lower AFib risk, beyond weight loss alone.",1,2287,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-binge-eating-disorder,https://metabolicscience.org/glp-1/glp1-binge-eating-disorder/,200,https://metabolicscience.org/glp-1/glp1-binge-eating-disorder/,GLP-1 Medications for Binge Eating Disorder: What the Research Shows | Metabolic Science,88,"Can semaglutide, liraglutide, or dulaglutide reduce binge eating episodes? A review of pilot trials, mechanisms, and what current evidence means for BED treatment.",1,2254,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-birth-control-contraception,https://metabolicscience.org/glp-1/glp1-birth-control-contraception/,200,https://metabolicscience.org/glp-1/glp1-birth-control-contraception/,GLP-1 Medications and Birth Control: What the Research Shows | Metabolic Science,80,"Do GLP-1 medications weaken birth control? Tirzepatide can cut pill absorption by ~20%, while semaglutide does not. Here's what the science says and how to stay protected.",1,1748,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-blood-pressure,https://metabolicscience.org/glp-1/glp1-blood-pressure/,200,https://metabolicscience.org/glp-1/glp1-blood-pressure/,GLP-1 Medications and Blood Pressure: What the Research Shows | Metabolic Science,81,How semaglutide and tirzepatide lower blood pressure through weight loss and direct vascular mechanisms — a review of the latest clinical trial evidence.,1,1608,6,4,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-bone-health,https://metabolicscience.org/glp-1/glp1-bone-health/,200,https://metabolicscience.org/glp-1/glp1-bone-health/,GLP-1 Medications and Bone Health: What the Research Shows | Metabolic Science,78,GLP-1 medications may reduce bone mineral density during weight loss. Learn what clinical research reveals about fracture risk and how to protect your bones.,1,1827,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-brain-health-cognitive-function,https://metabolicscience.org/glp-1/glp1-brain-health-cognitive-function/,200,https://metabolicscience.org/glp-1/glp1-brain-health-cognitive-function/,GLP-1 Medications and Brain Health: What the Research Shows | Metabolic Science,79,New research links semaglutide and other GLP-1 drugs to reduced dementia risk and neuroprotection. Here's what the science actually says about brain health.,1,1729,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-cancer-risk-research,https://metabolicscience.org/glp-1/glp1-cancer-risk-research/,200,https://metabolicscience.org/glp-1/glp1-cancer-risk-research/,GLP-1 Medications and Cancer Risk: What the Research Shows | Metabolic Science,78,Recent studies of over 1.6 million patients suggest GLP-1 medications may reduce risk of 10 obesity-associated cancers — but a thyroid signal still demands attention. Here's the evidence.,1,1966,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-cardiovascular-benefits,https://metabolicscience.org/glp-1/glp1-cardiovascular-benefits/,200,https://metabolicscience.org/glp-1/glp1-cardiovascular-benefits/,GLP-1 Medications and Heart Health: Cardiovascular Benefits Beyond Weight Loss | Metabolic Science,98,"GLP-1 receptor agonists like semaglutide and liraglutide reduce major cardiovascular events, stroke, and heart failure risk—independent of weight loss alone. Here's what the evidence shows.",1,1666,19,17,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-cholesterol-lipid-profile,https://metabolicscience.org/glp-1/glp1-cholesterol-lipid-profile/,200,https://metabolicscience.org/glp-1/glp1-cholesterol-lipid-profile/,GLP-1 Medications and Cholesterol: What the Research Shows | Metabolic Science,78,GLP-1 medications like semaglutide and tirzepatide improve cholesterol and triglycerides. Here's what clinical trials reveal about their lipid-lowering effects.,1,1595,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-constipation,https://metabolicscience.org/glp-1/glp1-constipation/,200,https://metabolicscience.org/glp-1/glp1-constipation/,GLP-1 Medications and Constipation: Why It Happens and How to Manage It | Metabolic Science,91,Constipation affects roughly 1 in 4 people on semaglutide and tirzepatide. Here's why GLP-1 medications slow the gut — and the evidence-based ways to keep things moving.,1,1754,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-copd,https://metabolicscience.org/glp-1/glp1-copd/,200,https://metabolicscience.org/glp-1/glp1-copd/,GLP-1 Medications and COPD: What the Research Shows | Metabolic Science,71,"Can GLP-1 drugs like Ozempic, Wegovy, and Mounjaro reduce COPD flare-ups? Here's what cohort studies, a network meta-analysis, and trial data reveal about exacerbations and lung risk.",1,1817,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-dehydration,https://metabolicscience.org/glp-1/glp1-dehydration/,200,https://metabolicscience.org/glp-1/glp1-dehydration/,GLP-1 Medications and Dehydration: Risks and Prevention | Metabolic Science,75,"Why GLP-1 medications like Ozempic and Zepbound raise dehydration risk, the link to acute kidney injury, and evidence-based steps to stay hydrated safely.",1,2024,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-diarrhea,https://metabolicscience.org/glp-1/glp1-diarrhea/,200,https://metabolicscience.org/glp-1/glp1-diarrhea/,GLP-1 Medications and Diarrhea: Why It Happens and How to Manage It | Metabolic Science,87,Diarrhea hits roughly 1 in 3 people on semaglutide and 1 in 5 on tirzepatide. Here's the surprising reason a drug that slows the gut still loosens stools — and how to manage it.,1,1974,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-dizziness-vertigo,https://metabolicscience.org/glp-1/glp1-dizziness-vertigo/,200,https://metabolicscience.org/glp-1/glp1-dizziness-vertigo/,GLP-1 Medications and Dizziness: What the Research Shows | Metabolic Science,76,"Why GLP-1 medications like Ozempic and Zepbound can cause dizziness, the difference between lightheadedness and true vertigo, and evidence-based ways to manage it.",1,2144,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-eye-health-vision-risks,https://metabolicscience.org/glp-1/glp1-eye-health-vision-risks/,200,https://metabolicscience.org/glp-1/glp1-eye-health-vision-risks/,"GLP-1 Medications and Eye Health: NAION, Retinopathy, and Vision Risks | Metabolic Science",90,"What 2024–2026 research, the WHO ACSoMP review, and the EMA label update show about Ozempic, Wegovy, and the rare optic-nerve risk known as NAION.",1,2666,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-fatigue,https://metabolicscience.org/glp-1/glp1-fatigue/,200,https://metabolicscience.org/glp-1/glp1-fatigue/,GLP-1 Medications and Fatigue: Why You Feel Tired and What Helps | Metabolic Science,84,"Why GLP-1 medications like Ozempic and Zepbound cause fatigue, what trial data shows about how common it is, when tiredness peaks, and evidence-based ways to manage it.",1,2723,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-fatty-liver-masld,https://metabolicscience.org/glp-1/glp1-fatty-liver-masld/,200,https://metabolicscience.org/glp-1/glp1-fatty-liver-masld/,GLP-1 Medications and Fatty Liver Disease: What the Research Shows | Metabolic Science,86,"New phase 3 trials show semaglutide resolves MASH in 63% of patients. Learn how GLP-1 medications treat MASLD, what the research reveals, and when they may help.",1,1827,7,5,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-fertility-reproductive-health,https://metabolicscience.org/glp-1/glp1-fertility-reproductive-health/,200,https://metabolicscience.org/glp-1/glp1-fertility-reproductive-health/,GLP-1 Medications and Fertility: What the Research Shows | Metabolic Science,76,"Growing evidence links GLP-1 receptor agonists to improved fertility in women with PCOS and obesity. What 2024–2025 research reveals about safety, efficacy, and pregnancy planning.",1,1758,5,3,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-food-noise-science,https://metabolicscience.org/glp-1/glp1-food-noise-science/,200,https://metabolicscience.org/glp-1/glp1-food-noise-science/,What Is Food Noise? How GLP-1 Medications Help Silence It | Metabolic Science,77,Food noise is the relentless mental chatter about food that drives overeating. Learn how GLP-1 medications like semaglutide reduce this cognitive burden scientifically.,1,1783,11,9,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-gallbladder-disease-research,https://metabolicscience.org/glp-1/glp1-gallbladder-disease-research/,200,https://metabolicscience.org/glp-1/glp1-gallbladder-disease-research/,GLP-1 Medications and Gallbladder Disease: What the Research Shows | Metabolic Science,86,"Meta-analyses link GLP-1 drugs to a higher risk of gallstones and gallbladder disease. Learn the data, the mechanisms, and how to lower your risk.",1,2197,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-gastroparesis-stomach-paralysis,https://metabolicscience.org/glp-1/glp1-gastroparesis-stomach-paralysis/,200,https://metabolicscience.org/glp-1/glp1-gastroparesis-stomach-paralysis/,GLP-1 Medications and Gastroparesis: What the Research Shows | Metabolic Science,80,"Do Ozempic and Wegovy cause stomach paralysis? We review the pharmacovigilance data, gastric emptying studies, FDA labeling, and what it means for safety.",1,2108,5,3,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-gout,https://metabolicscience.org/glp-1/glp1-gout/,200,https://metabolicscience.org/glp-1/glp1-gout/,GLP-1 Medications and Gout: What the Research Shows | Metabolic Science,71,Does Ozempic raise or lower gout risk? The research shows a transient uric-acid spike during rapid weight loss — and why SGLT2 drugs beat GLP-1s for gout.,1,2094,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-gut-health,https://metabolicscience.org/glp-1/glp1-gut-health/,200,https://metabolicscience.org/glp-1/glp1-gut-health/,GLP-1 Medications and Gut Health: What the Research Shows | Metabolic Science,77,"How GLP-1 receptor agonists like semaglutide and tirzepatide affect gut microbiome diversity, intestinal barrier function, and inflammatory conditions — a review of the latest science.",1,1688,4,2,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-hair-loss,https://metabolicscience.org/glp-1/glp1-hair-loss/,200,https://metabolicscience.org/glp-1/glp1-hair-loss/,GLP-1 Medications and Hair Loss: What the Research Shows | Metabolic Science,76,"Hair loss affects many GLP-1 users. Learn what the science says about why it happens, who is most at risk, and evidence-based strategies to minimize shedding.",1,1661,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-heart-failure-hfpef,https://metabolicscience.org/glp-1/glp1-heart-failure-hfpef/,200,https://metabolicscience.org/glp-1/glp1-heart-failure-hfpef/,GLP-1 Medications for Heart Failure (HFpEF): What the Research Shows | Metabolic Science,88,"Semaglutide and tirzepatide reduce hospitalizations, ease symptoms, and shrink left ventricular mass in obesity-related HFpEF. Here's what STEP-HFpEF and SUMMIT reveal.",1,2285,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-heart-rate,https://metabolicscience.org/glp-1/glp1-heart-rate/,200,https://metabolicscience.org/glp-1/glp1-heart-rate/,GLP-1 Medications and Heart Rate: Why They Speed It Up | Metabolic Science,74,"Do Ozempic, Wegovy, and Mounjaro raise your heart rate? Here's what meta-analyses show about the 2–7 bpm increase, why it happens at the sinus node, and whether it's dangerous.",1,1966,3,1,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-hidradenitis-suppurativa,https://metabolicscience.org/glp-1/glp1-hidradenitis-suppurativa/,200,https://metabolicscience.org/glp-1/glp1-hidradenitis-suppurativa/,GLP-1 Medications and Hidradenitis Suppurativa: The Evidence | Metabolic Science,80,GLP-1 drugs are showing up in hidradenitis suppurativa research with lower flare rates and fewer biologic escalations. Here's what the 2026 systematic reviews actually found.,1,2035,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-hypoglycemia,https://metabolicscience.org/glp-1/glp1-hypoglycemia/,200,https://metabolicscience.org/glp-1/glp1-hypoglycemia/,GLP-1 Medications and Hypoglycemia: Real Risk and How to Manage It | Metabolic Science,86,"Do GLP-1 drugs cause low blood sugar? On their own the risk is under 1%, but it climbs sharply with insulin or sulfonylureas. Here's what the evidence shows.",1,1648,5,3,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-infection-risk-immune-system,https://metabolicscience.org/glp-1/glp1-infection-risk-immune-system/,200,https://metabolicscience.org/glp-1/glp1-infection-risk-immune-system/,GLP-1 Medications and Infection Risk: What the Research Shows | Metabolic Science,81,"Do GLP-1 drugs like semaglutide raise or lower infection risk? Large meta-analyses now point to fewer serious infections, pneumonia, and COVID-19 deaths. Here's the evidence.",1,1819,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-inflammation-research,https://metabolicscience.org/glp-1/glp1-inflammation-research/,200,https://metabolicscience.org/glp-1/glp1-inflammation-research/,GLP-1 Medications and Inflammation: What the Research Shows | Metabolic Science,79,"Beyond weight loss, GLP-1 medications like semaglutide reduce systemic inflammation through multiple pathways. Here's what clinical trials and mechanistic studies reveal.",1,1512,12,10,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
https://metabolicscience.org/glp-1/glp1-inflammatory-bowel-disease,https://metabolicscience.org/glp-1/glp1-inflammatory-bowel-disease/,200,https://metabolicscience.org/glp-1/glp1-inflammatory-bowel-disease/,GLP-1 Medications and Inflammatory Bowel Disease: The Evidence | Metabolic Science,82,Can GLP-1 drugs help Crohn's and ulcerative colitis? New 2025 meta-analyses link them to fewer surgeries and hospitalizations in IBD. Here's the data and the caveats.,1,1851,2,0,2,0,,Metabolic Science | Evidence-Based Weight Loss & Health,True
